date_heure,nom_pizza,quantite,prix_total,taille,categorie
2026-01-24 18:50:51,Chicken Delight,1,18.99,Large,Les Originales
2026-01-24 18:50:51,Rocket Veggie,1,18.99,XL,Les Gourmandes Veggies
2026-01-24 18:50:51,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-01-24 19:06:06,Crispy Cannibale,1,23.99,XL,Les Originales
2026-01-24 19:26:06,Divine 3 Fromages,1,21.99,XL,Éditions Limitées
2026-01-24 19:26:06,Pepperoni Party,1,20.49,Large,Les Iconiques
2026-01-24 19:26:06,Cannibale,1,23.49,XL,Les Iconiques
2026-01-24 19:33:57,Bacon Groovy,1,23.49,XL,Les Iconiques
2026-01-24 19:33:57,Peppina Vegan,1,16.99,Medium,Les Vegans
2026-01-24 19:36:22,Extravaganzza,1,23.99,XL,Toujours Plus
2026-01-24 19:36:22,Divine 3 Fromages,1,21.99,XL,Éditions Limitées
2026-01-24 19:36:22,Diavola Pepperoni,1,21.99,XL,Les Originales
2026-01-24 19:36:22,Crispy Cannibale,1,20.99,Large,Les Originales
2026-01-24 19:39:56,Chicken Delight,1,18.99,Large,Les Originales
2026-01-24 19:39:56,Peppina,1,22.99,XL,Les Gourmandes Veggies
2026-01-24 19:39:56,Steak and Cheese,1,20.99,XL,Les Grands Classiques
2026-01-24 19:40:03,Royale Veggie,1,18.99,Large,Les Gourmandes Veggies
2026-01-24 19:41:52,Chicken Delight,1,18.99,Large,Les Originales
2026-01-24 19:41:52,Pepperoni Party,1,23.49,XL,Les Iconiques
2026-01-24 19:41:52,Peppina,1,19.99,Large,Les Gourmandes Veggies
2026-01-24 19:43:23,Forestière,1,17.49,Medium,Les Grands Classiques
2026-01-24 19:43:23,Cannibale,1,17.49,Medium,Les Iconiques
2026-01-24 19:43:40,4 Fromages,1,17.49,Medium,Les Iconiques
2026-01-24 19:43:40,Royale Veggie,1,21.99,XL,Les Gourmandes Veggies
2026-01-24 19:44:56,Pepperoni Party,1,23.49,XL,Les Iconiques
2026-01-24 19:44:56,Cannibale,1,20.49,Large,Les Iconiques
2026-01-24 19:44:56,Urban Kebab,1,17.49,Medium,Les Originales
2026-01-24 19:44:56,Steak and Cheese,1,14.99,Medium,Les Grands Classiques
2026-01-24 19:46:06,Super Veggie,1,20.49,Large,Les Gourmandes Veggies
2026-01-24 19:46:06,Cheesy and Veggie,1,14.99,Medium,Les Gourmandes Veggies
2026-01-24 19:46:06,Steak and Cheese,1,14.99,Medium,Les Grands Classiques
2026-01-24 19:47:50,Chicken BBQ,1,15.99,Medium,Les Grands Classiques
2026-01-24 19:54:07,Super Veggie,1,20.49,Large,Les Gourmandes Veggies
2026-01-24 19:54:07,Pepperoni Party,1,20.49,Large,Les Iconiques
2026-01-24 19:56:32,Crispy Cannibale,1,23.99,XL,Les Originales
2026-01-24 19:56:32,Peppina Vegan,1,16.99,Medium,Les Vegans
2026-01-24 19:56:33,Extravaganzza,1,23.99,XL,Toujours Plus
2026-01-24 20:13:00,Pepperoni Party,1,17.49,Medium,Les Iconiques
2026-01-24 20:13:00,Algérienne,1,21.99,XL,Les Grands Classiques
2026-01-24 20:21:20,Indienne,1,18.99,Large,Les Grands Classiques
2026-01-24 20:21:20,Margherita,1,15.99,Large,Les Bons Plans
2026-01-24 20:21:20,Margherita,1,12.99,Medium,Les Bons Plans
2026-01-24 20:21:20,Peppina Vegan,1,16.99,Medium,Les Vegans
2026-01-24 20:23:34,Extravaganzza,1,20.99,Large,Toujours Plus
2026-01-24 20:23:34,Originale Pepperoni,1,12.99,Medium,Les Bons Plans
2026-01-24 20:29:10,Forestière,1,23.49,XL,Les Grands Classiques
2026-01-24 20:29:40,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-01-24 20:29:40,Diavola Haché au bœuf,1,18.99,Large,Les Originales
2026-01-24 20:29:40,Chicken Delight,1,18.99,Large,Les Originales
2026-01-24 20:29:40,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-01-24 20:40:47,Indienne,1,21.99,XL,Les Grands Classiques
2026-01-24 20:40:47,Pêcheur,1,21.99,XL,Les Grands Classiques
2026-01-24 20:41:28,Chèvre-Miel,1,18.99,Large,Les Iconiques
2026-01-24 20:41:28,Cannibale,1,17.49,Medium,Les Iconiques
2026-01-24 20:59:29,Pepperoni Party,1,20.49,Large,Les Iconiques
2026-01-24 21:12:27,Algérienne,1,21.99,XL,Les Grands Classiques
2026-01-24 21:12:27,Kebab and Spicy,1,15.99,Medium,Les Originales
2026-01-24 21:23:08,Chicken BBQ,1,21.99,XL,Les Grands Classiques
2026-01-24 21:23:08,Chicken BBQ,1,18.99,Large,Les Grands Classiques
2026-01-24 21:23:08,Divine 3 Fromages,1,21.99,XL,Éditions Limitées
2026-01-24 21:23:08,Originale Pepperoni,1,18.99,XL,Les Bons Plans
2026-01-24 21:23:59,Divine 3 Fromages,1,21.99,XL,Éditions Limitées
2026-01-24 21:23:59,Chèvre-Miel,1,21.99,XL,Les Iconiques
2026-01-24 21:23:59,Hawaïenne Jambon,1,14.99,Medium,Les Grands Classiques
2026-01-24 21:23:59,Diavola Pepperoni,1,18.99,Large,Les Originales
2026-01-24 22:32:11,Rocket Veggie,1,12.99,Medium,Les Gourmandes Veggies
2026-01-24 22:32:11,Cannibale,1,17.49,Medium,Les Iconiques
2026-01-25 12:24:36,Diavola Haché au bœuf,1,18.99,Large,Les Originales
2026-01-25 12:24:36,Beef and Cheddar,1,17.99,Medium,Éditions Limitées
2026-01-25 12:24:36,Algérienne,1,21.99,XL,Les Grands Classiques
2026-01-25 12:24:36,Hawaïenne Poulet,1,14.99,Medium,Les Grands Classiques
2026-01-25 12:27:51,Hawaïenne Jambon,1,14.99,Medium,Les Grands Classiques
2026-01-25 12:27:51,Steak and Cheese,1,17.99,Large,Les Grands Classiques
2026-01-25 13:30:03,Hawaïenne Jambon,1,14.99,Medium,Les Grands Classiques
2026-01-25 13:35:14,Chicken BBQ,1,21.99,XL,Les Grands Classiques
2026-01-25 13:35:53,Chicken BBQ,1,15.99,Medium,Les Grands Classiques
2026-01-25 13:35:53,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-01-25 13:35:53,4 Fromages,1,17.49,Medium,Les Iconiques
2026-01-25 13:35:53,Extravaganzza,1,20.99,Large,Toujours Plus
2026-01-25 13:35:53,Divine 3 Fromages,1,21.99,XL,Éditions Limitées
2026-01-25 13:35:53,Diavola Pepperoni,1,18.99,Large,Les Originales
2026-01-25 13:35:53,Algérienne,1,21.99,XL,Les Grands Classiques
2026-01-25 13:35:53,Kebab and Spicy,2,31.98,Medium,Les Originales
2026-01-25 13:35:53,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-01-25 13:35:53,Peppina Vegan,1,19.99,Large,Les Vegans
2026-01-25 13:46:05,Chicken Delight,1,18.99,Large,Les Originales
2026-01-25 13:46:05,Forestière,1,20.49,Large,Les Grands Classiques
2026-01-25 13:46:05,Pêcheur,1,18.99,Large,Les Grands Classiques
2026-01-25 13:46:05,Cannibale,1,17.49,Medium,Les Iconiques
2026-01-25 14:01:11,Rocket Veggie,1,15.99,Large,Les Gourmandes Veggies
2026-01-25 14:01:11,Royale Veggie,1,15.99,Medium,Les Gourmandes Veggies
2026-01-25 14:17:13,Chicken and Cheddar,1,20.49,Large,Éditions Limitées
2026-01-25 14:21:02,Extravaganzza,1,17.99,Medium,Toujours Plus
2026-01-25 14:21:02,Chèvre-Miel,1,21.99,XL,Les Iconiques
2026-01-25 14:21:02,Rocket Veggie,1,18.99,XL,Les Gourmandes Veggies
2026-01-25 14:21:02,Pêcheur,1,21.99,XL,Les Grands Classiques
2026-01-25 14:21:02,Margherita,1,18.99,XL,Les Bons Plans
2026-01-25 14:32:07,Margherita,1,12.99,Medium,Les Bons Plans
2026-01-25 14:32:44,Royale Veggie,1,15.99,Medium,Les Gourmandes Veggies
2026-01-25 14:43:49,Chicken BBQ,1,21.99,XL,Les Grands Classiques
2026-01-25 14:45:05,Hawaïenne Jambon,1,14.99,Medium,Les Grands Classiques
2026-01-25 14:45:05,Crispy Cannibale,1,23.99,XL,Les Originales
2026-01-25 14:48:05,Originale Pepperoni,1,12.99,Medium,Les Bons Plans
2026-01-25 14:48:05,Hawaïenne Poulet,1,14.99,Medium,Les Grands Classiques
2026-01-25 14:50:29,Chicken BBQ,1,21.99,XL,Les Grands Classiques
2026-01-25 15:05:16,Chicken BBQ,1,18.99,Large,Les Grands Classiques
2026-01-25 15:05:16,Crispy Cannibale,1,23.99,XL,Les Originales
2026-01-25 15:23:21,Diavola Haché au bœuf,1,15.99,Medium,Les Originales
2026-01-25 15:23:21,Cannibale,1,20.49,Large,Les Iconiques
2026-01-25 15:29:05,Chicken BBQ,1,21.99,XL,Les Grands Classiques
2026-01-25 15:29:05,Urban Kebab,1,17.49,Medium,Les Originales
2026-01-25 16:07:00,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-01-25 16:07:00,Diavola Haché au bœuf,1,21.99,XL,Les Originales
2026-01-25 16:07:00,Chicken Delight,1,18.99,Large,Les Originales
2026-01-25 16:07:00,Chèvre-Miel,1,21.99,XL,Les Iconiques
2026-01-25 16:32:36,Royale Veggie,1,18.99,Large,Les Gourmandes Veggies
2026-01-25 16:32:36,Peppina Vegan,1,22.99,XL,Les Vegans
2026-01-25 16:36:54,Cannibale,1,20.49,Large,Les Iconiques
2026-01-25 16:36:54,Cannibale,1,17.49,Medium,Les Iconiques
2026-01-25 16:52:12,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-01-25 16:52:12,Beef and Cheddar,1,17.99,Medium,Éditions Limitées
2026-01-25 16:59:21,Chèvre-Miel,1,18.99,Large,Les Iconiques
2026-01-25 16:59:21,Originale Pepperoni,1,12.99,Medium,Les Bons Plans
2026-01-25 16:59:21,Cannibale,1,20.49,Large,Les Iconiques
2026-01-25 16:59:21,Cheesy and Veggie,1,17.99,Large,Les Gourmandes Veggies
2026-01-25 17:05:06,Chicken BBQ,1,18.99,Large,Les Grands Classiques
2026-01-25 17:08:54,Margherita,1,12.99,Medium,Les Bons Plans
2026-01-25 17:26:23,Bacon Groovy,1,17.49,Medium,Les Iconiques
2026-01-25 17:26:23,Originale Pepperoni,1,18.99,XL,Les Bons Plans
2026-01-25 17:26:23,Cannibale,1,23.49,XL,Les Iconiques
2026-01-25 17:26:23,Steak and Cheese,1,14.99,Medium,Les Grands Classiques
2026-01-25 17:30:14,4 Fromages,1,17.49,Medium,Les Iconiques
2026-01-25 17:30:14,Urban Kebab,1,23.49,XL,Les Originales
2026-01-25 17:48:20,Chèvre-Miel,1,21.99,XL,Les Iconiques
2026-01-25 17:48:20,Pêcheur,1,18.99,Large,Les Grands Classiques
2026-01-25 18:12:26,Indienne,1,21.99,XL,Les Grands Classiques
2026-01-25 18:12:26,Algérienne,1,21.99,XL,Les Grands Classiques
2026-01-25 18:32:16,Royale Veggie,1,18.99,Large,Les Gourmandes Veggies
2026-01-25 18:39:10,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-01-25 18:39:10,Indienne,1,18.99,Large,Les Grands Classiques
2026-01-25 18:39:10,Royale Veggie,1,18.99,Large,Les Gourmandes Veggies
2026-01-25 18:57:43,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-01-25 18:57:43,Chicken Delight,1,18.99,Large,Les Originales
2026-01-25 18:57:43,Hawaïenne Poulet,1,14.99,Medium,Les Grands Classiques
2026-01-25 19:05:15,4 Fromages,1,17.49,Medium,Les Iconiques
2026-01-25 19:05:15,Margherita,1,15.99,Large,Les Bons Plans
2026-01-25 19:09:03,Peppina,1,19.99,Large,Les Gourmandes Veggies
2026-01-25 19:41:47,Crispy Cannibale,1,17.99,Medium,Les Originales
2026-01-25 19:49:28,Diavola Pepperoni,1,15.99,Medium,Les Originales
2026-01-25 19:49:28,Margherita,1,18.99,XL,Les Bons Plans
2026-01-25 20:01:54,Originale Pepperoni,1,12.99,Medium,Les Bons Plans
2026-01-25 20:07:13,Chèvre-Miel,1,18.99,Large,Les Iconiques
2026-01-25 20:07:13,Rocket Veggie,1,18.99,XL,Les Gourmandes Veggies
2026-01-25 20:07:13,Steak and Cheese,1,14.99,Medium,Les Grands Classiques
2026-01-25 20:07:13,Peppina Vegan,1,19.99,Large,Les Vegans
2026-01-25 20:19:40,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-01-25 20:46:56,Chicken BBQ,1,21.99,XL,Les Grands Classiques
2026-01-25 20:46:56,Hawaïenne Jambon,1,20.99,XL,Les Grands Classiques
2026-01-25 20:46:56,Pêcheur,1,18.99,Large,Les Grands Classiques
2026-01-25 20:46:56,Originale Pepperoni,1,12.99,Medium,Les Bons Plans
2026-01-25 21:00:40,Chèvre-Miel,1,18.99,Large,Les Iconiques
2026-01-25 21:01:50,Pêcheur,1,21.99,XL,Les Grands Classiques
2026-01-25 21:01:50,Urban Kebab,1,20.49,Large,Les Originales
2026-01-25 21:01:50,Peppina Vegan,1,22.99,XL,Les Vegans
2026-01-25 21:17:32,Royale Veggie,1,15.99,Medium,Les Gourmandes Veggies
2026-01-25 21:17:32,Kebab and Spicy,1,15.99,Medium,Les Originales
2026-01-25 21:17:32,Cheesy and Veggie,1,14.99,Medium,Les Gourmandes Veggies
2026-01-25 21:32:38,Pêcheur,1,21.99,XL,Les Grands Classiques
2026-01-26 11:15:57,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-01-26 11:15:57,Diavola Haché au bœuf,1,21.99,XL,Les Originales
2026-01-26 11:15:57,Pepperoni Party,1,20.49,Large,Les Iconiques
2026-01-26 11:25:10,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-01-26 11:33:33,Hawaïenne Jambon,1,20.99,XL,Les Grands Classiques
2026-01-26 11:52:57,Extravaganzza,1,20.99,Large,Toujours Plus
2026-01-26 11:52:57,Pêcheur,1,21.99,XL,Les Grands Classiques
2026-01-26 11:52:57,Urban Kebab,1,23.49,XL,Les Originales
2026-01-26 11:52:57,Kebab and Spicy,1,21.99,XL,Les Originales
2026-01-26 12:03:55,Chicken Delight,1,18.99,Large,Les Originales
2026-01-26 12:03:55,Chèvre-Miel,1,18.99,Large,Les Iconiques
2026-01-26 12:03:55,Originale Pepperoni,1,15.99,Large,Les Bons Plans
2026-01-26 12:03:55,Kebab and Spicy,1,21.99,XL,Les Originales
2026-01-26 12:04:48,Chèvre-Miel,1,21.99,XL,Les Iconiques
2026-01-26 12:04:48,Steak and Cheese,1,20.99,XL,Les Grands Classiques
2026-01-26 12:10:49,Pepperoni Party,1,23.49,XL,Les Iconiques
2026-01-26 12:44:38,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-01-26 12:44:38,Chicken Delight,1,21.99,XL,Les Originales
2026-01-26 12:44:38,Chicken Delight,1,15.99,Medium,Les Originales
2026-01-26 12:44:38,Super Veggie,1,20.49,Large,Les Gourmandes Veggies
2026-01-26 12:44:38,Rocket Veggie,1,18.99,XL,Les Gourmandes Veggies
2026-01-26 12:44:38,Originale Pepperoni,1,18.99,XL,Les Bons Plans
2026-01-26 12:44:38,Originale Pepperoni,1,15.99,Large,Les Bons Plans
2026-01-26 12:44:38,Algérienne,1,21.99,XL,Les Grands Classiques
2026-01-26 12:44:38,Cheesy and Veggie,1,20.99,XL,Les Gourmandes Veggies
2026-01-26 12:44:38,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-01-26 12:47:34,4 Fromages,1,17.49,Medium,Les Iconiques
2026-01-26 12:47:34,Chicken Delight,1,21.99,XL,Les Originales
2026-01-26 12:47:34,Extravaganzza,1,23.99,XL,Toujours Plus
2026-01-26 12:47:34,Peppina Vegan,1,19.99,Large,Les Vegans
2026-01-26 12:56:04,Steak and Cheese,1,14.99,Medium,Les Grands Classiques
2026-01-26 13:02:45,Cannibale,1,17.49,Medium,Les Iconiques
2026-01-26 13:03:59,Divine 3 Fromages,1,21.99,XL,Éditions Limitées
2026-01-26 13:08:25,Chicken Delight,1,15.99,Medium,Les Originales
2026-01-26 13:08:25,Super Veggie,1,17.49,Medium,Les Gourmandes Veggies
2026-01-26 13:08:25,Peppina,1,16.99,Medium,Les Gourmandes Veggies
2026-01-26 13:08:25,Diavola Pepperoni,1,15.99,Medium,Les Originales
2026-01-26 13:08:25,Urban Kebab,1,17.49,Medium,Les Originales
2026-01-26 13:15:18,Chèvre-Miel,1,21.99,XL,Les Iconiques
2026-01-26 13:24:17,Divine 3 Fromages,1,21.99,XL,Éditions Limitées
2026-01-26 13:27:32,Cannibale,1,20.49,Large,Les Iconiques
2026-01-26 13:46:01,Originale Pepperoni,1,15.99,Large,Les Bons Plans
2026-01-26 13:46:01,Originale Pepperoni,1,12.99,Medium,Les Bons Plans
2026-01-26 13:51:21,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-01-26 13:51:21,Urban Kebab,1,20.49,Large,Les Originales
2026-01-26 13:52:36,Royale Veggie,1,18.99,Large,Les Gourmandes Veggies
2026-01-26 13:54:36,Originale Pepperoni,1,12.99,Medium,Les Bons Plans
2026-01-26 13:54:36,Urban Kebab,1,23.49,XL,Les Originales
2026-01-26 13:56:01,Algérienne,1,21.99,XL,Les Grands Classiques
2026-01-26 14:00:13,Pepperoni Party,1,23.49,XL,Les Iconiques
2026-01-26 14:21:10,Steak and Cheese,1,17.99,Large,Les Grands Classiques
2026-01-26 14:25:20,Chicken Delight,1,21.99,XL,Les Originales
2026-01-26 14:25:20,Indienne,1,18.99,Large,Les Grands Classiques
2026-01-26 14:32:57,Hawaïenne Jambon,1,20.99,XL,Les Grands Classiques
2026-01-26 14:32:57,Urban Kebab,1,23.49,XL,Les Originales
2026-01-26 14:35:32,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-01-26 14:35:32,Extravaganzza,1,20.99,Large,Toujours Plus
2026-01-26 14:35:32,Extravaganzza,1,17.99,Medium,Toujours Plus
2026-01-26 14:35:32,Pepperoni Party,1,17.49,Medium,Les Iconiques
2026-01-26 14:38:13,Cannibale,1,23.49,XL,Les Iconiques
2026-01-26 14:47:17,Peppina Vegan,1,19.99,Large,Les Vegans
2026-01-26 14:47:46,Crispy Cannibale,1,23.99,XL,Les Originales
2026-01-26 14:55:06,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-01-26 15:14:30,Diavola Haché au bœuf,1,18.99,Large,Les Originales
2026-01-26 15:14:30,Super Veggie,1,20.49,Large,Les Gourmandes Veggies
2026-01-26 15:24:38,Steak and Cheese,1,20.99,XL,Les Grands Classiques
2026-01-26 15:35:32,Crispy Cannibale,1,23.99,XL,Les Originales
2026-01-26 15:35:32,Steak and Cheese,1,14.99,Medium,Les Grands Classiques
2026-01-26 15:49:09,Chèvre-Miel,1,21.99,XL,Les Iconiques
2026-01-26 15:49:09,Rocket Veggie,1,12.99,Medium,Les Gourmandes Veggies
2026-01-26 15:58:50,Hawaïenne Jambon,1,14.99,Medium,Les Grands Classiques
2026-01-26 16:04:46,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-01-26 16:04:46,Originale Pepperoni,1,12.99,Medium,Les Bons Plans
2026-01-26 16:08:02,Chicken BBQ,1,21.99,XL,Les Grands Classiques
2026-01-26 16:08:02,Diavola Pepperoni,1,18.99,Large,Les Originales
2026-01-26 16:21:23,Rocket Veggie,1,12.99,Medium,Les Gourmandes Veggies
2026-01-26 16:21:23,Cheesy and Veggie,1,20.99,XL,Les Gourmandes Veggies
2026-01-26 16:21:23,Steak and Cheese,1,20.99,XL,Les Grands Classiques
2026-01-26 16:38:21,Chicken BBQ,1,18.99,Large,Les Grands Classiques
2026-01-26 16:38:21,Chèvre-Miel,1,21.99,XL,Les Iconiques
2026-01-26 16:38:21,Peppina,1,19.99,Large,Les Gourmandes Veggies
2026-01-26 16:38:21,Margherita,1,18.99,XL,Les Bons Plans
2026-01-26 16:52:11,Diavola Haché au bœuf,1,18.99,Large,Les Originales
2026-01-26 16:52:11,Originale Pepperoni,1,12.99,Medium,Les Bons Plans
2026-01-26 16:52:11,Urban Kebab,1,17.49,Medium,Les Originales
2026-01-26 17:04:54,Bacon Groovy,1,23.49,XL,Les Iconiques
2026-01-26 17:06:36,Indienne,1,21.99,XL,Les Grands Classiques
2026-01-26 17:06:36,Cheesy and Veggie,1,14.99,Medium,Les Gourmandes Veggies
2026-01-26 17:06:36,Margherita,1,12.99,Medium,Les Bons Plans
2026-01-26 18:03:43,Divine 3 Fromages,1,21.99,XL,Éditions Limitées
2026-01-26 18:03:43,Pepperoni Party,1,20.49,Large,Les Iconiques
2026-01-26 18:03:43,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-01-26 18:08:56,Peppina,1,22.99,XL,Les Gourmandes Veggies
2026-01-26 18:08:56,Beef and Cheddar,1,17.99,Medium,Éditions Limitées
2026-01-26 18:10:06,Hawaïenne Poulet,1,17.99,Large,Les Grands Classiques
2026-01-26 18:37:22,Diavola Haché au bœuf,1,21.99,XL,Les Originales
2026-01-26 18:37:22,Cheesy and Veggie,1,14.99,Medium,Les Gourmandes Veggies
2026-01-26 18:37:22,Chicken and Cheddar,1,17.49,Medium,Éditions Limitées
2026-01-26 18:37:22,Hawaïenne Poulet,1,17.99,Large,Les Grands Classiques
2026-01-26 19:21:11,Divine 3 Fromages,1,21.99,XL,Éditions Limitées
2026-01-26 19:21:11,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-01-26 19:32:50,Pêcheur,1,15.99,Medium,Les Grands Classiques
2026-01-26 19:32:50,Kebab and Spicy,1,18.99,Large,Les Originales
2026-01-26 19:33:23,Hawaïenne Jambon,1,20.99,XL,Les Grands Classiques
2026-01-26 19:42:41,Algérienne,1,18.99,Large,Les Grands Classiques
2026-01-26 20:58:38,Forestière,1,23.49,XL,Les Grands Classiques
2026-01-26 20:58:38,Margherita,1,15.99,Large,Les Bons Plans
2026-01-26 20:59:51,Forestière,1,20.49,Large,Les Grands Classiques
2026-01-26 20:59:51,Algérienne,1,18.99,Large,Les Grands Classiques
2026-01-26 21:12:55,Algérienne,1,21.99,XL,Les Grands Classiques
2026-01-26 21:23:19,Ultimate Meat,1,17.99,Medium,Toujours Plus
2026-01-26 21:23:19,Crispy Cannibale,1,17.99,Medium,Les Originales
2026-01-26 21:37:51,Cheesy and Veggie,1,14.99,Medium,Les Gourmandes Veggies
2026-01-27 11:23:30,Forestière,1,20.49,Large,Les Grands Classiques
2026-01-27 11:47:40,Diavola Haché au bœuf,1,18.99,Large,Les Originales
2026-01-27 11:57:19,Peppina,1,22.99,XL,Les Gourmandes Veggies
2026-01-27 11:57:19,Crispy Cannibale,1,23.99,XL,Les Originales
2026-01-27 11:57:19,Cannibale,1,23.49,XL,Les Iconiques
2026-01-27 12:07:54,Peppina Vegan,1,22.99,XL,Les Vegans
2026-01-27 12:19:15,Royale Veggie,1,21.99,XL,Les Gourmandes Veggies
2026-01-27 12:19:15,Algérienne,1,18.99,Large,Les Grands Classiques
2026-01-27 12:21:21,Hawaïenne Jambon,1,20.99,XL,Les Grands Classiques
2026-01-27 12:27:55,Peppina,1,22.99,XL,Les Gourmandes Veggies
2026-01-27 12:27:55,Peppina Vegan,1,22.99,XL,Les Vegans
2026-01-27 12:34:12,Hawaïenne Jambon,1,17.99,Large,Les Grands Classiques
2026-01-27 12:56:17,Pepperoni Party,1,23.49,XL,Les Iconiques
2026-01-27 12:56:17,Pêcheur,1,21.99,XL,Les Grands Classiques
2026-01-27 12:56:35,Indienne,1,21.99,XL,Les Grands Classiques
2026-01-27 13:00:08,Extravaganzza,1,20.99,Large,Toujours Plus
2026-01-27 13:04:38,Extravaganzza,1,23.99,XL,Toujours Plus
2026-01-27 13:04:38,Forestière,1,17.49,Medium,Les Grands Classiques
2026-01-27 13:05:50,Divine 3 Fromages,1,21.99,XL,Éditions Limitées
2026-01-27 13:05:50,Hawaïenne Jambon,1,20.99,XL,Les Grands Classiques
2026-01-27 13:05:50,Royale Veggie,1,21.99,XL,Les Gourmandes Veggies
2026-01-27 13:05:50,Originale Pepperoni,1,18.99,XL,Les Bons Plans
2026-01-27 13:21:20,Chicken BBQ,1,21.99,XL,Les Grands Classiques
2026-01-27 13:21:20,Chicken Delight,1,15.99,Medium,Les Originales
2026-01-27 13:21:20,Forestière,1,20.49,Large,Les Grands Classiques
2026-01-27 13:21:20,Forestière,1,17.49,Medium,Les Grands Classiques
2026-01-27 13:23:02,Margherita,2,37.98,XL,Les Bons Plans
2026-01-27 13:31:08,Hawaïenne Jambon,1,14.99,Medium,Les Grands Classiques
2026-01-27 13:31:08,Royale Veggie,1,21.99,XL,Les Gourmandes Veggies
2026-01-27 13:31:08,Cannibale,1,23.49,XL,Les Iconiques
2026-01-27 13:38:46,Chicken Delight,1,15.99,Medium,Les Originales
2026-01-27 13:38:46,Extravaganzza,1,20.99,Large,Toujours Plus
2026-01-27 13:38:46,Peppina,1,16.99,Medium,Les Gourmandes Veggies
2026-01-27 13:38:46,Margherita,1,18.99,XL,Les Bons Plans
2026-01-27 13:38:50,Chicken BBQ,2,43.98,XL,Les Grands Classiques
2026-01-27 13:38:50,4 Fromages,1,17.49,Medium,Les Iconiques
2026-01-27 13:38:50,Hawaïenne Jambon,1,20.99,XL,Les Grands Classiques
2026-01-27 13:38:50,Forestière,1,20.49,Large,Les Grands Classiques
2026-01-27 13:38:50,Pêcheur,1,21.99,XL,Les Grands Classiques
2026-01-27 13:38:50,Originale Pepperoni,1,15.99,Large,Les Bons Plans
2026-01-27 13:38:50,Originale Pepperoni,1,12.99,Medium,Les Bons Plans
2026-01-27 13:38:50,Crispy Cannibale,1,23.99,XL,Les Originales
2026-01-27 13:38:50,Beef and Cheddar,1,17.99,Medium,Éditions Limitées
2026-01-27 13:38:50,Algérienne,1,15.99,Medium,Les Grands Classiques
2026-01-27 13:38:50,Kebab and Spicy,1,15.99,Medium,Les Originales
2026-01-27 13:38:50,Chicken and Cheddar,1,17.49,Medium,Éditions Limitées
2026-01-27 13:38:50,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-01-27 13:49:25,Chicken Delight,1,18.99,Large,Les Originales
2026-01-27 14:32:25,Chicken BBQ,1,18.99,Large,Les Grands Classiques
2026-01-27 14:33:38,Urban Kebab,1,20.49,Large,Les Originales
2026-01-27 14:33:38,Chicken and Cheddar,1,17.49,Medium,Éditions Limitées
2026-01-27 14:33:38,Hawaïenne Poulet,1,20.99,XL,Les Grands Classiques
2026-01-27 14:39:50,Hawaïenne Poulet,1,17.99,Large,Les Grands Classiques
2026-01-27 15:32:22,Chicken BBQ,1,21.99,XL,Les Grands Classiques
2026-01-27 15:32:22,Crispy Cannibale,1,23.99,XL,Les Originales
2026-01-27 15:32:22,Margherita,1,12.99,Medium,Les Bons Plans
2026-01-27 15:37:13,Diavola Pepperoni,1,15.99,Medium,Les Originales
2026-01-27 15:44:22,Beef and Cheddar,1,20.99,Large,Éditions Limitées
2026-01-27 15:44:22,Steak and Cheese,1,20.99,XL,Les Grands Classiques
2026-01-27 15:48:27,Diavola Pepperoni,1,15.99,Medium,Les Originales
2026-01-27 16:07:40,Chèvre-Miel,1,21.99,XL,Les Iconiques
2026-01-27 16:07:40,Royale Veggie,1,21.99,XL,Les Gourmandes Veggies
2026-01-27 16:07:40,Originale Pepperoni,1,18.99,XL,Les Bons Plans
2026-01-27 16:07:40,Steak and Cheese,1,20.99,XL,Les Grands Classiques
2026-01-27 16:19:56,Extravaganzza,1,20.99,Large,Toujours Plus
2026-01-27 16:19:56,Kebab and Spicy,1,21.99,XL,Les Originales
2026-01-27 16:27:31,Super Veggie,1,17.49,Medium,Les Gourmandes Veggies
2026-01-27 16:27:31,Peppina Vegan,1,22.99,XL,Les Vegans
